#string_protein_1	string_protein_id_2	species_2	bitscore	start_1	end_1	start_2	end_2	size_2
362663.ECP_2683	362663.ECP_2683	362663	374.4	1	180	1	180	180
362663.ECP_2684	362663.ECP_0978	362663	60.1	195	288	29	123	597
362663.ECP_2684	362663.ECP_2325	362663	159.8	35	537	46	596	596
362663.ECP_2684	362663.ECP_2684	362663	1185.6	1	569	1	569	569
362663.ECP_2684	362663.ECP_3080	362663	56.2	195	288	15	108	567
362663.ECP_2685	362663.ECP_2321	362663	64.7	1	291	13	302	325
362663.ECP_2685	362663.ECP_2685	362663	604.0	1	307	1	307	307
362663.ECP_2686	362663.ECP_2315	362663	55.5	202	394	211	398	485
362663.ECP_2686	362663.ECP_2316	362663	76.6	203	394	229	410	509
362663.ECP_2686	362663.ECP_2317	362663	89.0	112	383	121	390	613
362663.ECP_2686	362663.ECP_2686	362663	1189.5	1	608	1	608	608
362663.ECP_2687	362663.ECP_0909	362663	62.8	8	103	10	120	205
362663.ECP_2687	362663.ECP_1618	362663	59.7	5	94	39	136	222
362663.ECP_2687	362663.ECP_2480	362663	131.3	1	180	1	158	659
362663.ECP_2687	362663.ECP_2673	362663	121.7	1	183	1	171	175
362663.ECP_2687	362663.ECP_2687	362663	420.2	1	203	1	203	203
362663.ECP_2687	362663.ECP_2879	362663	110.5	1	179	1	153	162
362663.ECP_2687	362663.ECP_2880	362663	113.6	1	183	1	153	639
362663.ECP_2687	362663.ECP_3082	362663	52.0	5	188	40	226	328
362663.ECP_2687	362663.ECP_3677	362663	127.5	1	182	1	157	157
362663.ECP_2687	362663.ECP_4105	362663	52.0	6	200	33	220	300
362663.ECP_2687	362663.ECP_4305	362663	65.9	5	189	39	206	223
362663.ECP_2688	362663.ECP_2688	362663	322.0	1	153	1	153	153
362663.ECP_2689	362663.ECP_2689	362663	234.6	1	116	1	116	116
362663.ECP_2689	362663.ECP_3077	362663	119.8	1	114	1	113	113
362663.ECP_2690	362663.ECP_2690	362663	604.0	1	290	1	290	290
362663.ECP_2691	362663.ECP_2691	362663	184.5	1	90	1	90	90
362663.ECP_2691	362663.ECP_3076	362663	84.3	1	77	1	79	82
362663.ECP_2692	362663.ECP_2692	362663	776.5	1	373	1	373	373
362663.ECP_2693	362663.ECP_2693	362663	674.1	1	336	1	336	336
362663.ECP_2694	362663.ECP_0406	362663	208.4	378	682	215	527	528
362663.ECP_2694	362663.ECP_1249	362663	139.8	367	687	313	631	639
362663.ECP_2694	362663.ECP_1355	362663	207.2	381	609	8	237	325
362663.ECP_2694	362663.ECP_1376	362663	190.7	367	688	188	508	513
362663.ECP_2694	362663.ECP_2263	362663	271.2	377	689	141	459	461
362663.ECP_2694	362663.ECP_2556	362663	254.6	381	687	136	438	444
362663.ECP_2694	362663.ECP_2669	362663	263.5	284	640	97	454	504
362663.ECP_2694	362663.ECP_2694	362663	1426.4	1	692	1	692	692
362663.ECP_2694	362663.ECP_2863	362663	236.9	380	621	271	514	592
362663.ECP_2694	362663.ECP_2975	362663	81.3	380	688	144	413	418
362663.ECP_2694	362663.ECP_3507	362663	140.6	381	616	186	431	532
362663.ECP_2694	362663.ECP_4079	362663	240.0	361	687	108	469	469
362663.ECP_2694	362663.ECP_4217	362663	270.4	376	683	137	441	441
362663.ECP_2694	362663.ECP_4281	362663	229.6	357	683	125	438	452
362663.ECP_2695	362663.ECP_0772	362663	71.2	1	140	123	260	262
362663.ECP_2695	362663.ECP_2695	362663	278.9	1	142	1	142	142
362663.ECP_2696	362663.ECP_2696	362663	234.2	1	114	1	114	114
362663.ECP_2697	362663.ECP_2697	362663	104.4	1	51	1	51	51
362663.ECP_2698	362663.ECP_2698	362663	331.3	1	165	1	165	165
362663.ECP_2699	362663.ECP_2699	362663	610.1	1	294	1	294	294
362663.ECP_2700	362663.ECP_2700	362663	136.7	1	66	1	66	66
362663.ECP_2701	362663.ECP_2701	362663	720.3	1	345	1	345	345
362663.ECP_2701	362663.ECP_3025	362663	247.3	1	125	1	125	125
362663.ECP_2701	362663.ECP_3026	362663	374.0	163	345	1	183	183
362663.ECP_2702	362663.ECP_2702	362663	945.7	1	456	1	456	456
362663.ECP_2703	362663.ECP_0277	362663	530.8	1	259	1	259	259
362663.ECP_2703	362663.ECP_0319	362663	527.7	1	259	1	259	259
362663.ECP_2703	362663.ECP_1133	362663	530.8	1	259	1	259	259
362663.ECP_2703	362663.ECP_2024	362663	528.5	1	259	1	259	259
362663.ECP_2703	362663.ECP_2703	362663	530.8	1	259	1	259	259
362663.ECP_2703	362663.ECP_2996	362663	530.8	1	259	1	259	259
362663.ECP_2703	362663.ECP_3424	362663	530.8	1	259	1	259	259
362663.ECP_2703	362663.ECP_3773	362663	531.2	1	259	2	260	260
362663.ECP_2703	362663.ECP_3842	362663	531.2	1	259	2	260	260
362663.ECP_2703	362663.ECP_4616	362663	531.2	1	259	2	260	260
362663.ECP_2704	362663.ECP_0276	362663	242.3	5	118	227	340	340
362663.ECP_2704	362663.ECP_0318	362663	234.2	5	118	86	199	199
362663.ECP_2704	362663.ECP_1134	362663	242.3	5	118	227	340	340
362663.ECP_2704	362663.ECP_2025	362663	241.9	5	118	227	340	340
362663.ECP_2704	362663.ECP_2704	362663	252.7	1	118	1	118	118
362663.ECP_2704	362663.ECP_2995	362663	242.3	5	118	227	340	340
362663.ECP_2704	362663.ECP_3423	362663	242.3	5	118	227	340	340
362663.ECP_2704	362663.ECP_3772	362663	228.4	5	118	104	217	217
362663.ECP_2704	362663.ECP_3774	362663	240.4	5	118	227	340	340
362663.ECP_2704	362663.ECP_3841	362663	242.3	5	118	227	340	340
362663.ECP_2704	362663.ECP_4617	362663	242.3	5	118	227	340	340
362663.ECP_2705	362663.ECP_2705	362663	203.4	1	100	1	100	100
362663.ECP_2705	362663.ECP_2990	362663	203.4	1	100	1	100	100
362663.ECP_2705	362663.ECP_3807	362663	203.4	1	100	1	100	100
362663.ECP_2705	362663.ECP_3849	362663	66.6	3	94	8	98	105
362663.ECP_2705	362663.ECP_4549	362663	148.3	6	100	17	111	111
362663.ECP_2705	362663.ECP_4567	362663	73.6	3	94	8	99	106
362663.ECP_2706	362663.ECP_0283	362663	130.6	96	266	110	280	284
362663.ECP_2706	362663.ECP_0413	362663	105.5	72	270	1	198	200
362663.ECP_2706	362663.ECP_0998	362663	105.5	72	270	1	198	200
362663.ECP_2706	362663.ECP_2544	362663	105.5	72	270	1	198	200
362663.ECP_2706	362663.ECP_2593	362663	105.5	72	270	1	198	200
362663.ECP_2706	362663.ECP_2706	362663	585.9	1	279	1	279	279
362663.ECP_2706	362663.ECP_2989	362663	585.9	1	279	1	279	279
362663.ECP_2706	362663.ECP_3563	362663	113.2	45	270	14	238	240
362663.ECP_2706	362663.ECP_3806	362663	585.9	1	279	1	279	279
362663.ECP_2706	362663.ECP_3833	362663	87.0	212	278	1	67	68
362663.ECP_2706	362663.ECP_3834	362663	213.0	32	203	5	176	176
362663.ECP_2706	362663.ECP_3848	362663	50.4	1	68	1	66	67
362663.ECP_2706	362663.ECP_4312	362663	113.2	45	270	14	238	240
362663.ECP_2706	362663.ECP_4550	362663	209.1	55	177	1	123	143
362663.ECP_2706	362663.ECP_4552	362663	109.0	200	276	1	77	80
362663.ECP_2706	362663.ECP_4565	362663	127.9	154	275	1	121	122
362663.ECP_2706	362663.ECP_4611	362663	96.3	4	271	17	288	296
362663.ECP_2707	362663.ECP_0276	362663	474.6	1	227	1	227	340
362663.ECP_2707	362663.ECP_0318	362663	171.8	151	227	10	86	199
362663.ECP_2707	362663.ECP_1134	362663	474.6	1	227	1	227	340
362663.ECP_2707	362663.ECP_2011	362663	50.1	9	101	127	215	285
362663.ECP_2707	362663.ECP_2025	362663	472.2	1	227	1	227	340
362663.ECP_2707	362663.ECP_2707	362663	476.1	1	228	1	228	228
362663.ECP_2707	362663.ECP_2995	362663	474.6	1	227	1	227	340
362663.ECP_2707	362663.ECP_3423	362663	474.6	1	227	1	227	340
362663.ECP_2707	362663.ECP_3772	362663	228.0	124	227	1	104	217
362663.ECP_2707	362663.ECP_3774	362663	474.6	1	227	1	227	340
362663.ECP_2707	362663.ECP_3841	362663	474.6	1	227	1	227	340
362663.ECP_2707	362663.ECP_4617	362663	474.6	1	227	1	227	340
362663.ECP_2708	362663.ECP_2708	362663	160.6	1	79	1	79	79
362663.ECP_2709	362663.ECP_2709	362663	2644.0	1	1283	1	1283	1283
362663.ECP_2710	362663.ECP_2710	362663	506.9	1	249	1	249	249
362663.ECP_2711	362663.ECP_2711	362663	1753.0	1	853	1	853	853
362663.ECP_2712	362663.ECP_1782	362663	189.5	2	218	4	218	218
362663.ECP_2712	362663.ECP_2712	362663	454.9	1	218	1	218	218
362663.ECP_2713	362663.ECP_0699	362663	147.9	16	262	6	252	253
362663.ECP_2713	362663.ECP_0854	362663	73.2	39	246	31	236	252
362663.ECP_2713	362663.ECP_1337	362663	95.5	16	261	4	246	249
362663.ECP_2713	362663.ECP_1718	362663	65.5	15	241	5	232	252
362663.ECP_2713	362663.ECP_2128	362663	112.1	15	260	5	255	257
362663.ECP_2713	362663.ECP_2667	362663	112.8	13	261	3	251	257
362663.ECP_2713	362663.ECP_2713	362663	543.5	1	265	1	265	265
362663.ECP_2713	362663.ECP_2984	362663	56.6	15	245	7	238	260
362663.ECP_2713	362663.ECP_3221	362663	124.0	15	261	17	266	269
362663.ECP_2713	362663.ECP_3348	362663	62.4	6	190	8	190	276
362663.ECP_2713	362663.ECP_3508	362663	105.9	15	259	5	249	252
362663.ECP_2713	362663.ECP_4086	362663	87.8	16	265	11	260	262
362663.ECP_2713	362663.ECP_4436	362663	81.3	15	240	5	229	251
362663.ECP_2714	362663.ECP_0570	362663	117.5	9	290	3	281	292
362663.ECP_2714	362663.ECP_2714	362663	602.8	1	302	1	302	302
362663.ECP_2714	362663.ECP_3215	362663	160.6	7	288	6	285	299
362663.ECP_2714	362663.ECP_4088	362663	115.2	9	290	4	284	292
362663.ECP_2715	362663.ECP_0697	362663	64.3	4	408	10	395	411
362663.ECP_2715	362663.ECP_2715	362663	861.7	1	420	1	420	420
362663.ECP_2716	362663.ECP_2716	362663	439.5	1	212	1	212	212
362663.ECP_2716	362663.ECP_2783	362663	83.2	14	208	16	200	215
362663.ECP_2716	362663.ECP_4443	362663	52.8	9	193	2	195	228
362663.ECP_2717	362663.ECP_0569	362663	219.5	1	258	1	258	258
362663.ECP_2717	362663.ECP_2717	362663	531.2	1	258	1	258	258
362663.ECP_2718	362663.ECP_2718	362663	380.2	1	201	1	201	201
362663.ECP_2718	362663.ECP_3501	362663	131.0	7	188	3	184	438
362663.ECP_2718	362663.ECP_3531	362663	110.2	1	188	1	188	446
362663.ECP_2718	362663.ECP_4514	362663	116.7	7	192	3	188	439
362663.ECP_2718	362663.ECP_4591	362663	101.3	2	193	3	193	445
362663.ECP_2719	362663.ECP_2719	362663	479.9	1	248	1	248	248
362663.ECP_2719	362663.ECP_3501	362663	123.6	13	237	205	427	438
362663.ECP_2719	362663.ECP_3531	362663	141.0	29	240	224	437	446
362663.ECP_2719	362663.ECP_4514	362663	117.9	39	239	230	429	439
362663.ECP_2719	362663.ECP_4591	362663	92.0	7	232	203	429	445
362663.ECP_2720	362663.ECP_2720	362663	724.9	1	347	1	347	347
362663.ECP_2721	362663.ECP_1003	362663	56.6	1	182	1	196	198
362663.ECP_2721	362663.ECP_2721	362663	374.0	1	183	1	183	183
362663.ECP_2722	362663.ECP_1855	362663	53.9	118	314	43	233	239
362663.ECP_2722	362663.ECP_2722	362663	659.1	1	330	1	330	330
362663.ECP_2722	362663.ECP_3157	362663	209.1	71	314	353	599	613
362663.ECP_2722	362663.ECP_3554	362663	96.3	61	319	19	284	284
362663.ECP_2723	362663.ECP_1800	362663	60.8	279	373	314	408	440
362663.ECP_2723	362663.ECP_2723	362663	768.5	1	379	1	379	379
362663.ECP_2723	362663.ECP_2859	362663	209.1	116	377	35	243	251
362663.ECP_2723	362663.ECP_3714	362663	80.5	262	372	308	421	427
362663.ECP_2724	362663.ECP_2724	362663	99.8	1	50	1	50	50
362663.ECP_2725	362663.ECP_2725	362663	226.9	1	111	1	111	111
362663.ECP_2726	362663.ECP_2726	362663	517.3	1	253	1	253	253
362663.ECP_2727	362663.ECP_2727	362663	715.7	1	349	1	349	349
362663.ECP_2728	362663.ECP_2728	362663	323.6	1	159	1	159	159
362663.ECP_2729	362663.ECP_2729	362663	485.0	1	236	1	236	236
362663.ECP_2730	362663.ECP_2730	362663	214.9	1	103	1	103	103
362663.ECP_2731	362663.ECP_2731	362663	213.8	1	107	1	107	107
362663.ECP_2732	362663.ECP_2732	362663	412.1	1	201	1	201	201
362663.ECP_2733	362663.ECP_2571	362663	55.5	25	172	2	135	599
362663.ECP_2733	362663.ECP_2733	362663	972.6	1	475	1	475	475
362663.ECP_2733	362663.ECP_3429	362663	86.3	32	338	17	307	394
362663.ECP_2733	362663.ECP_3692	362663	69.3	82	368	25	297	614
362663.ECP_2733	362663.ECP_4082	362663	53.1	36	334	14	300	607
362663.ECP_2733	362663.ECP_4193	362663	86.3	32	338	17	307	394
362663.ECP_2734	362663.ECP_2734	362663	632.9	1	302	1	302	302
362663.ECP_2734	362663.ECP_2736	362663	52.0	31	209	49	205	244
362663.ECP_2735	362663.ECP_2735	362663	720.3	1	345	1	345	345
362663.ECP_2736	362663.ECP_2734	362663	52.0	49	205	31	209	302
362663.ECP_2736	362663.ECP_2736	362663	503.4	1	244	1	244	244
362663.ECP_2737	362663.ECP_2737	362663	1180.6	1	570	1	570	570
362663.ECP_2738	362663.ECP_2738	362663	1226.8	1	599	1	599	599
362663.ECP_2738	362663.ECP_2771	362663	53.9	61	180	1	119	149
362663.ECP_2738	362663.ECP_3941	362663	51.2	61	206	1	147	147
362663.ECP_2739	362663.ECP_2739	362663	255.4	1	121	1	121	121
362663.ECP_2740	362663.ECP_0043	362663	340.9	2	423	3	428	428
362663.ECP_2740	362663.ECP_1646	362663	356.7	2	423	3	429	429
362663.ECP_2740	362663.ECP_2740	362663	857.4	1	423	1	423	423
362663.ECP_2741	362663.ECP_0044	362663	85.5	14	86	23	95	95
362663.ECP_2741	362663.ECP_1647	362663	82.0	14	86	25	97	97
362663.ECP_2741	362663.ECP_2741	362663	181.4	1	86	1	86	86
362663.ECP_2742	362663.ECP_2742	362663	390.6	1	191	1	191	191
362663.ECP_2743	362663.ECP_0042	362663	67.0	165	281	192	311	313
362663.ECP_2743	362663.ECP_1645	362663	69.3	165	281	191	310	312
362663.ECP_2743	362663.ECP_2743	362663	580.1	1	286	1	286	286
362663.ECP_2744	362663.ECP_2744	362663	535.4	1	264	1	264	264
362663.ECP_2745	362663.ECP_0045	362663	258.1	9	434	8	434	443
362663.ECP_2745	362663.ECP_1527	362663	52.8	61	199	64	216	455
362663.ECP_2745	362663.ECP_1717	362663	93.6	7	429	10	445	452
362663.ECP_2745	362663.ECP_1723	362663	107.8	7	440	12	459	459
362663.ECP_2745	362663.ECP_2745	362663	867.5	1	445	1	445	445
362663.ECP_2745	362663.ECP_2854	362663	87.8	5	216	14	219	472
362663.ECP_2745	362663.ECP_2937	362663	86.7	16	429	17	444	464
362663.ECP_2745	362663.ECP_3307	362663	67.0	13	386	14	418	496
362663.ECP_2745	362663.ECP_4091	362663	92.0	23	422	37	459	477
362663.ECP_2745	362663.ECP_4354	362663	57.0	69	445	81	462	500
362663.ECP_2746	362663.ECP_1634	362663	62.8	43	483	45	543	1018
362663.ECP_2746	362663.ECP_2746	362663	1008.1	1	484	1	484	484
362663.ECP_2746	362663.ECP_3056	362663	51.6	99	224	44	171	350
362663.ECP_2746	362663.ECP_3057	362663	70.9	51	481	56	473	499
362663.ECP_2747	362663.ECP_0559	362663	62.4	19	204	3	184	256
362663.ECP_2747	362663.ECP_0628	362663	82.4	11	257	1	243	248
362663.ECP_2747	362663.ECP_1085	362663	145.2	14	260	1	244	244
362663.ECP_2747	362663.ECP_1320	362663	55.1	16	242	10	244	252
362663.ECP_2747	362663.ECP_1523	362663	62.0	22	197	4	178	248
362663.ECP_2747	362663.ECP_1563	362663	133.3	9	257	2	249	255
362663.ECP_2747	362663.ECP_2176	362663	131.0	19	260	3	245	253
362663.ECP_2747	362663.ECP_2449	362663	132.9	16	257	4	252	263
362663.ECP_2747	362663.ECP_2665	362663	93.6	19	257	3	255	259
362663.ECP_2747	362663.ECP_2747	362663	541.6	1	261	1	261	261
362663.ECP_2747	362663.ECP_2855	362663	201.1	14	261	6	253	253
362663.ECP_2747	362663.ECP_3088	362663	92.8	16	257	47	290	294
362663.ECP_2747	362663.ECP_4238	362663	102.4	13	257	4	264	268
362663.ECP_2747	362663.ECP_4458	362663	73.9	20	257	7	257	263
362663.ECP_2747	362663.ECP_4515	362663	190.7	12	260	3	252	254
362663.ECP_2748	362663.ECP_2748	362663	857.4	1	425	1	425	425
362663.ECP_2748	362663.ECP_4085	362663	159.8	7	388	5	385	421
362663.ECP_2749	362663.ECP_0064	362663	50.4	168	455	233	537	566
362663.ECP_2749	362663.ECP_2749	362663	1026.2	1	492	1	492	492
362663.ECP_2749	362663.ECP_2786	362663	71.6	125	400	170	430	482
362663.ECP_2749	362663.ECP_3667	362663	62.8	7	394	3	409	484
362663.ECP_2749	362663.ECP_3685	362663	61.6	4	429	3	451	498
362663.ECP_2749	362663.ECP_4135	362663	90.1	2	450	3	482	502
362663.ECP_2750	362663.ECP_1720	362663	68.6	5	301	13	311	322
362663.ECP_2750	362663.ECP_2004	362663	53.9	1	293	90	379	404
362663.ECP_2750	362663.ECP_2138	362663	52.4	28	267	53	284	321
362663.ECP_2750	362663.ECP_2387	362663	391.3	1	303	1	303	305
362663.ECP_2750	362663.ECP_2750	362663	625.5	1	306	1	306	306
362663.ECP_2750	362663.ECP_2983	362663	85.9	5	298	3	293	306
362663.ECP_2750	362663.ECP_3141	362663	53.5	27	262	50	275	477
362663.ECP_2750	362663.ECP_3343	362663	108.2	3	299	2	300	320
362663.ECP_2750	362663.ECP_3349	362663	82.4	1	303	1	311	318
362663.ECP_2750	362663.ECP_3626	362663	80.5	1	282	1	295	309
362663.ECP_2750	362663.ECP_3952	362663	67.8	28	303	46	306	314
362663.ECP_2750	362663.ECP_4087	362663	77.8	3	305	2	292	298
362663.ECP_2751	362663.ECP_2751	362663	1034.6	1	505	1	505	505
362663.ECP_2751	362663.ECP_4110	362663	56.2	3	100	2	99	464
362663.ECP_2751	362663.ECP_4254	362663	68.6	89	505	20	446	446
362663.ECP_2752	362663.ECP_2451	362663	191.0	4	453	7	470	474
362663.ECP_2752	362663.ECP_2676	362663	198.0	2	452	4	457	485
362663.ECP_2752	362663.ECP_2752	362663	906.0	1	456	1	456	456
362663.ECP_2752	362663.ECP_2827	362663	53.5	7	70	433	496	509
362663.ECP_2752	362663.ECP_3921	362663	212.2	5	453	3	453	624
362663.ECP_2752	362663.ECP_4489	362663	253.4	2	452	9	466	473
362663.ECP_2753	362663.ECP_2388	362663	297.4	10	442	1	450	477
362663.ECP_2753	362663.ECP_2753	362663	987.3	1	469	1	469	469
362663.ECP_2754	362663.ECP_0082	362663	150.2	7	321	1	316	334
362663.ECP_2754	362663.ECP_0418	362663	65.9	5	333	2	326	360
362663.ECP_2754	362663.ECP_1373	362663	85.9	8	321	4	320	332
362663.ECP_2754	362663.ECP_1564	362663	81.3	1	281	1	289	342
362663.ECP_2754	362663.ECP_1605	362663	101.3	8	321	3	316	341
362663.ECP_2754	362663.ECP_2190	362663	74.7	7	281	2	274	346
362663.ECP_2754	362663.ECP_2675	362663	96.7	8	281	4	278	337
362663.ECP_2754	362663.ECP_2754	362663	694.9	1	335	1	335	335
362663.ECP_2754	362663.ECP_2850	362663	94.0	8	334	3	327	343
362663.ECP_2754	362663.ECP_3166	362663	77.8	8	333	3	323	327
362663.ECP_2754	362663.ECP_3533	362663	52.4	3	129	2	125	331
362663.ECP_2754	362663.ECP_3953	362663	98.2	8	303	3	297	330
362663.ECP_2754	362663.ECP_4143	362663	92.4	8	317	11	318	341
362663.ECP_2754	362663.ECP_4490	362663	57.8	6	77	4	72	315
362663.ECP_2754	362663.ECP_4513	362663	64.3	3	163	2	146	332
362663.ECP_2755	362663.ECP_2755	362663	466.8	1	223	1	223	223
362663.ECP_2756	362663.ECP_2756	362663	414.8	1	200	1	200	200
362663.ECP_2757	362663.ECP_2757	362663	612.8	1	302	1	302	302
362663.ECP_2757	362663.ECP_2758	362663	106.3	1	302	1	382	382
362663.ECP_2757	362663.ECP_2759	362663	214.9	1	302	1	290	290
362663.ECP_2758	362663.ECP_2757	362663	106.3	1	382	1	302	302
362663.ECP_2758	362663.ECP_2758	362663	788.5	1	382	1	382	382
362663.ECP_2758	362663.ECP_2759	362663	107.8	1	144	1	147	290
362663.ECP_2759	362663.ECP_2757	362663	214.9	1	290	1	302	302
362663.ECP_2759	362663.ECP_2758	362663	107.8	1	147	1	144	382
362663.ECP_2759	362663.ECP_2759	362663	602.1	1	290	1	290	290
362663.ECP_2760	362663.ECP_2760	362663	867.5	1	432	1	432	432
362663.ECP_2761	362663.ECP_2761	362663	1122.5	1	545	1	545	545
362663.ECP_2762	362663.ECP_2762	362663	539.7	1	263	1	263	263
362663.ECP_2763	362663.ECP_2763	362663	232.6	1	111	1	111	111
362663.ECP_2764	362663.ECP_2764	362663	164.9	1	82	1	82	82
362663.ECP_2765	362663.ECP_2765	362663	1538.5	1	744	1	744	744
362663.ECP_2765	362663.ECP_3748	362663	383.3	65	740	55	699	702
362663.ECP_2766	362663.ECP_0873	362663	102.8	85	431	9	374	375
362663.ECP_2766	362663.ECP_2766	362663	899.4	1	433	1	433	433
362663.ECP_2766	362663.ECP_4182	362663	88.2	263	430	188	364	366
362663.ECP_2767	362663.ECP_0459	362663	81.3	277	516	190	421	431
362663.ECP_2767	362663.ECP_0601	362663	80.1	284	512	253	474	480
362663.ECP_2767	362663.ECP_0991	362663	183.3	140	564	300	709	910
362663.ECP_2767	362663.ECP_1553	362663	63.5	293	514	212	419	433
362663.ECP_2767	362663.ECP_1901	362663	65.5	294	503	237	436	452
362663.ECP_2767	362663.ECP_1902	362663	53.1	668	777	38	144	260
362663.ECP_2767	362663.ECP_2118	362663	76.3	198	509	185	450	467
362663.ECP_2767	362663.ECP_2119	362663	50.8	668	786	1	130	240
362663.ECP_2767	362663.ECP_2261	362663	216.1	208	784	392	939	949
362663.ECP_2767	362663.ECP_2262	362663	79.7	283	522	377	602	608
362663.ECP_2767	362663.ECP_2263	362663	55.5	670	886	7	209	461
362663.ECP_2767	362663.ECP_2395	362663	141.4	279	906	698	1178	1197
362663.ECP_2767	362663.ECP_2556	362663	51.6	670	778	8	114	444
362663.ECP_2767	362663.ECP_2558	362663	80.9	176	523	194	494	496
362663.ECP_2767	362663.ECP_2767	362663	1884.8	1	918	1	918	918
362663.ECP_2767	362663.ECP_3298	362663	190.7	283	883	269	739	778
362663.ECP_2767	362663.ECP_3490	362663	69.7	293	498	234	418	450
362663.ECP_2767	362663.ECP_4080	362663	70.5	281	507	117	337	349
362663.ECP_2767	362663.ECP_4121	362663	80.5	293	506	239	441	457
362663.ECP_2767	362663.ECP_4216	362663	73.6	298	518	243	451	458
362663.ECP_2767	362663.ECP_4217	362663	66.6	670	781	8	117	441
362663.ECP_2767	362663.ECP_4282	362663	57.4	251	510	334	592	606
362663.ECP_2767	362663.ECP_4355	362663	60.5	296	519	146	356	363
362663.ECP_2767	362663.ECP_4785	362663	57.8	259	504	230	457	474
362663.ECP_2768	362663.ECP_2768	362663	929.1	1	446	1	446	446
362663.ECP_2768	362663.ECP_2769	362663	589.3	1	446	1	445	446
362663.ECP_2769	362663.ECP_2768	362663	589.3	1	445	1	446	446
362663.ECP_2769	362663.ECP_2769	362663	922.2	1	446	1	446	446
362663.ECP_2770	362663.ECP_2282	362663	72.0	7	443	16	443	452
362663.ECP_2770	362663.ECP_2289	362663	65.5	9	402	7	382	429
362663.ECP_2770	362663.ECP_2770	362663	898.3	1	450	1	450	450
362663.ECP_2770	362663.ECP_3184	362663	109.8	11	354	1	335	432
362663.ECP_2770	362663.ECP_3217	362663	539.7	12	445	10	443	444
362663.ECP_2770	362663.ECP_3892	362663	355.5	10	442	21	444	445
362663.ECP_2770	362663.ECP_4175	362663	167.9	3	443	6	427	427
362663.ECP_2770	362663.ECP_4453	362663	120.6	11	340	1	315	425
362663.ECP_2771	362663.ECP_2738	362663	53.9	1	119	61	180	599
362663.ECP_2771	362663.ECP_2771	362663	307.8	1	149	1	149	149
362663.ECP_2771	362663.ECP_3941	362663	72.0	1	148	1	146	147
362663.ECP_2772	362663.ECP_0059	362663	100.1	2	224	14	218	219
362663.ECP_2772	362663.ECP_1078	362663	111.7	4	234	95	315	319
362663.ECP_2772	362663.ECP_2597	362663	87.4	2	223	84	301	326
362663.ECP_2772	362663.ECP_2772	362663	531.2	1	260	1	260	260
362663.ECP_2773	362663.ECP_2773	362663	220.3	1	109	1	109	109
362663.ECP_2774	362663.ECP_2774	362663	95.9	1	46	1	46	46
362663.ECP_2775	362663.ECP_2775	362663	378.3	1	181	1	181	181
362663.ECP_2776	362663.ECP_2776	362663	587.4	1	282	1	282	282
362663.ECP_2777	362663.ECP_2777	362663	934.9	1	454	1	454	454
362663.ECP_2778	362663.ECP_2778	362663	861.7	1	429	1	429	429
362663.ECP_2778	362663.ECP_2858	362663	298.1	18	426	5	409	409
362663.ECP_2778	362663.ECP_3204	362663	145.6	14	418	23	433	443
362663.ECP_2778	362663.ECP_3209	362663	454.5	3	428	2	443	443
362663.ECP_2778	362663.ECP_3640	362663	133.7	5	405	2	400	423
362663.ECP_2781	362663.ECP_2781	362663	522.7	1	251	1	251	251
362663.ECP_2781	362663.ECP_4074	362663	133.3	5	249	9	267	928
362663.ECP_2782	362663.ECP_0696	362663	156.8	6	381	2	376	385
362663.ECP_2782	362663.ECP_1287	362663	205.3	8	378	456	857	891
362663.ECP_2782	362663.ECP_2465	362663	233.4	15	382	33	394	395
362663.ECP_2782	362663.ECP_2782	362663	780.4	1	383	1	383	383
362663.ECP_2782	362663.ECP_3094	362663	90.5	14	353	14	356	387
362663.ECP_2782	362663.ECP_3691	362663	293.1	1	383	1	383	383
362663.ECP_2782	362663.ECP_4601	362663	199.1	4	383	6	380	388
362663.ECP_2783	362663.ECP_0062	362663	54.7	6	125	5	128	231
362663.ECP_2783	362663.ECP_2716	362663	83.2	16	200	14	208	212
362663.ECP_2783	362663.ECP_2783	362663	446.4	1	215	1	215	215
362663.ECP_2783	362663.ECP_3688	362663	52.4	26	197	25	213	231
362663.ECP_2783	362663.ECP_4443	362663	67.0	4	138	2	132	228
362663.ECP_2784	362663.ECP_2784	362663	885.9	1	438	1	438	438
362663.ECP_2784	362663.ECP_2982	362663	256.1	17	437	11	430	438
362663.ECP_2785	362663.ECP_2785	362663	1234.9	1	591	1	591	591
362663.ECP_2786	362663.ECP_2749	362663	71.6	170	430	125	400	492
362663.ECP_2786	362663.ECP_2786	362663	996.9	1	482	1	482	482
362663.ECP_2786	362663.ECP_3667	362663	104.0	19	424	5	409	484
362663.ECP_2786	362663.ECP_3685	362663	69.3	17	472	6	464	498
362663.ECP_2786	362663.ECP_4114	362663	90.1	84	460	74	451	489
362663.ECP_2786	362663.ECP_4135	362663	70.9	10	478	1	482	502
362663.ECP_2787	362663.ECP_2787	362663	284.6	1	140	1	140	140
362663.ECP_2788	362663.ECP_0699	362663	58.5	31	195	69	233	253
362663.ECP_2788	362663.ECP_1337	362663	50.4	33	202	65	235	249
362663.ECP_2788	362663.ECP_1718	362663	89.4	25	194	64	233	252
362663.ECP_2788	362663.ECP_2128	362663	71.2	24	194	67	237	257
362663.ECP_2788	362663.ECP_2667	362663	54.3	40	193	76	231	257
