#string_protein_id	preferred_name	protein_size	annotation
1034809.SLUG_12940	CCB53774.1	380	annotation not available
1034809.SLUG_12950	mnmA	370	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34
1034809.SLUG_12960	CCB53776.1	223	annotation not available
1034809.SLUG_12970	recD2	795	DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity
1034809.SLUG_12980	alaS	876	Catalyzes the attachment of alanine to tRNA(Ala) in a two- step reaction: alanine is first activated by ATP to form Ala-AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain
1034809.SLUG_12990	CCB53779.1	86	Belongs to the UPF0297 family
1034809.SLUG_13000	ruvX	142	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA
1034809.SLUG_13010	CCB53781.1	102	Belongs to the UPF0473 family
1034809.SLUG_13020	CCB53783.1	213	annotation not available
1034809.SLUG_13030	CCB53784.1	307	annotation not available
1034809.SLUG_13040	CCB53785.1	422	annotation not available
1034809.SLUG_13050	udk	208	annotation not available
1034809.SLUG_13060	greA	158	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides. 
1034809.SLUG_13070	pxpB	243	annotation not available
1034809.SLUG_13080	CCB53790.1	334	annotation not available
1034809.SLUG_13090	CCB53791.1	147	annotation not available
1034809.SLUG_13100	CCB53792.1	453	annotation not available
1034809.SLUG_13110	pxpA	251	Catalyzes the cleavage of 5-oxoproline to form L-glutamate coupled to the hydrolysis of ATP to ADP and inorganic phosphate. 
1034809.SLUG_13120	CCB53794.1	410	annotation not available
1034809.SLUG_13130	pfs	228	Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S-adenosylhomocysteine (SAH/AdoHcy) to adenine and the corresponding thioribose, 5'- methylthioribose and S-ribosylhomocysteine, respectively. 
1034809.SLUG_13140	CCB53796.1	175	annotation not available
1034809.SLUG_13150	yqeH	366	annotation not available
1034809.SLUG_13160	aroE	271	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)
1034809.SLUG_13170	yhbY	96	annotation not available
1034809.SLUG_13180	nadD	190	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD). 
1034809.SLUG_13190	CCB53801.1	194	annotation not available
1034809.SLUG_13200	rsfS	117	Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation. 
1034809.SLUG_13210	CCB53803.1	241	annotation not available
1034809.SLUG_13220	CCB53804.1	216	annotation not available
1034809.SLUG_13230	CCB53805.1	153	annotation not available
1034809.SLUG_13240	CCB53806.1	733	annotation not available
1034809.SLUG_13250	holA	324	annotation not available
1034809.SLUG_13260	rpsT	82	Binds directly to 16S ribosomal RNA
1034809.SLUG_13270	lepA	607	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back-translocation proceeds from a post-translocation (POST) complex to a pre- translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP- dependent manner
1034809.SLUG_13280	CCB53810.1	373	Probably acts as a heme chaperone, transferring heme to an unknown acceptor. Binds one molecule of heme per monomer, possibly covalently. Binds 1 [4Fe-4S] cluster. The cluster is coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine. 
1034809.SLUG_13290	hrcA	326	Negative regulator of class I heat shock genes (grpE-dnaK- dnaJ and groELS operons). Prevents heat-shock induction of these operons
1034809.SLUG_13300	grpE	206	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ; upon interaction with the DnaJ-bound protein, DnaK hydrolyzes its bound ATP, resulting in the formation of a stable complex. GrpE releases ADP from DnaK; ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions be [...] 
1034809.SLUG_13310	dnaK	611	Acts as a chaperone
1034809.SLUG_13320	dnaJ	377	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins and by disaggregating proteins, also in an autonomous, DnaK-independent fashion. Unfolded proteins bind initially to DnaJ; upon interaction with the DnaJ-bound protein, DnaK hydrolyzes its bound ATP, resulting in the formation of a stable complex. GrpE releases ADP from DnaK; ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are require [...] 
1034809.SLUG_13330	prmA	312	Methylates ribosomal protein L11
1034809.SLUG_13340	CCB53816.1	250	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit
1034809.SLUG_13350	mtaB	448	annotation not available
1034809.SLUG_13360	rpsU	58	Belongs to the bacterial ribosomal protein bS21 family. 
1034809.SLUG_13370	CCB53819.1	235	annotation not available
1034809.SLUG_13380	CCB53820.1	328	annotation not available
1034809.SLUG_13390	CCB53821.1	235	annotation not available
1034809.SLUG_13400	CCB53822.1	316	annotation not available
1034809.SLUG_13410	ybeY	153	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA
1034809.SLUG_13430	cdd	135	This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis
1034809.SLUG_13440	era	299	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism
1034809.SLUG_13450	recO	251	Involved in DNA repair and RecF pathway recombination. 
1034809.SLUG_13460	glyQS	463	Catalyzes the attachment of glycine to tRNA(Gly). 
1034809.SLUG_13470	ccpN	207	Putative transcriptional repressor CcpN; Rare isoleucine translational start
1034809.SLUG_13480	yqfL	272	Bifunctional serine/threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation/dephosphorylation. 
1034809.SLUG_13490	dnaG	521	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication. 
1034809.SLUG_13500	rpoD	368	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth
1034809.SLUG_13510	CCB53833.1	229	annotation not available
1034809.SLUG_13520	CCB53834.1	366	Belongs to the GTP cyclohydrolase I type 2/NIF3 family. 
1034809.SLUG_13530	cshB	462	Probable DEAD-box RNA helicase. May work in conjunction with the cold shock proteins to ensure proper initiation of transcription at low and optimal temperatures
1034809.SLUG_13540	nfo	296	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin
1034809.SLUG_13550	mreA	258	annotation not available
1034809.SLUG_13560	mreB	279	annotation not available
1034809.SLUG_13570	zur	139	Belongs to the Fur family
1034809.SLUG_13580	sodA	200	Destroys radicals which are normally produced within the cells and which are toxic to biological systems. 
1034809.SLUG_13590	pbpF	693	annotation not available
1034809.SLUG_13600	rpmG1	49	Belongs to the bacterial ribosomal protein bL33 family. 
1034809.SLUG_13610	CCB53843.1	178	Belongs to the 5-formyltetrahydrofolate cyclo-ligase family
1034809.SLUG_13620	CCB53844.1	485	annotation not available
1034809.SLUG_13630	CCB53845.1	67	annotation not available
1034809.SLUG_13640	glkA	328	annotation not available
1034809.SLUG_13650	CCB53847.1	107	annotation not available
1034809.SLUG_13660	CCB53848.1	207	annotation not available
1034809.SLUG_13670	CCB53849.1	324	annotation not available
1034809.SLUG_13680	CCB53850.1	354	annotation not available
1034809.SLUG_13690	CCB53851.1	104	Required for transformation and DNA binding. 
1034809.SLUG_13700	CCB53852.1	149	annotation not available
1034809.SLUG_13710	CCB53853.1	97	annotation not available
1034809.SLUG_13720	CCB53854.1	152	annotation not available
1034809.SLUG_13730	CCB53855.1	61	annotation not available
1034809.SLUG_13740	aroK	172	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate
1034809.SLUG_13750	gcvT	363	The glycine cleavage system catalyzes the degradation of glycine
1034809.SLUG_13760	gcvPA	449	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor; CO(2) is released and the remaining methylamine moiety is then transferred to the lipoamide cofactor of the H protein
1034809.SLUG_13770	gcvPB	491	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor; CO(2) is released and the remaining methylamine moiety is then transferred to the lipoamide cofactor of the H protein
1034809.SLUG_13780	CCB53860.1	128	annotation not available
1034809.SLUG_13790	lipM	276	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domain of GcvH, an intermediate carrier during protein lipoylation
1034809.SLUG_13800	CCB53862.1	71	annotation not available
1034809.SLUG_13810	CCB53863.1	188	annotation not available
1034809.SLUG_13820	CCB53864.1	353	Belongs to the peptidase M24B family. 
1034809.SLUG_13830	efp	185	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase
1034809.SLUG_13840	accB	157	This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA. 
1034809.SLUG_13850	accC	451	This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA. 
1034809.SLUG_13860	CCB53868.1	120	annotation not available
1034809.SLUG_13870	nusB	128	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons. 
1034809.SLUG_13880	xseA	445	Bidirectionally degrades single-stranded DNA into large acid- insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides
1034809.SLUG_13890	xseB	76	Bidirectionally degrades single-stranded DNA into large acid- insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides
1034809.SLUG_13900	CCB53872.1	294	Belongs to the FPP/GGPP synthase family. 
1034809.SLUG_13910	argR	150	Regulates arginine biosynthesis genes
1034809.SLUG_13920	recN	559	May be involved in recombinational repair of damaged DNA. 
1034809.SLUG_13930	CCB53875.1	295	annotation not available
1034809.SLUG_13940	bfmBC	474	annotation not available
1034809.SLUG_13950	bfmBAA	332	annotation not available
1034809.SLUG_13960	bfmBAB	327	annotation not available
1034809.SLUG_13970	bfmB	417	annotation not available
1034809.SLUG_13980	CCB53880.1	145	Belongs to the UPF0403 family. 
1034809.SLUG_13990	CCB53881.1	325	annotation not available
1034809.SLUG_14000	CCB53882.1	31	annotation not available
1034809.SLUG_14010	CCB53883.1	374	annotation not available
1034809.SLUG_14020	gnd	468	Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH
1034809.SLUG_14030	malR	334	annotation not available
1034809.SLUG_14040	malA	550	annotation not available
1034809.SLUG_14050	CCB53887.1	293	annotation not available
1034809.SLUG_14060	zwf	494	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone
1034809.SLUG_14070	rnz	307	Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA
1034809.SLUG_14080	proC	270	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline
1034809.SLUG_14090	CCB53891.1	251	annotation not available
1034809.SLUG_14100	CCB53893.1	302	annotation not available
1034809.SLUG_14110	CCB53894.1	180	Belongs to the Nudix hydrolase family. 
1034809.SLUG_14120	fur	154	Belongs to the Fur family
1034809.SLUG_14130	xerD	295	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC- XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids. 
1034809.SLUG_14140	CCB53897.1	171	annotation not available
1034809.SLUG_14150	scpA	243	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves. 
1034809.SLUG_14160	scpB	177	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves. 
1034809.SLUG_14170	rluB	220	Belongs to the pseudouridine synthase RsuA family. 
1034809.SLUG_14180	srrA	241	annotation not available
1034809.SLUG_14190	srrB	582	annotation not available
1034809.SLUG_14200	CCB53903.1	180	Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins
1034809.SLUG_14210	Ferredoxin	82	annotation not available
1034809.SLUG_14220	CCB53905.1	319	annotation not available
1034809.SLUG_14230	CCB53906.1	459	annotation not available
1034809.SLUG_14240	ebpS	443	annotation not available
1034809.SLUG_14250	ypdA	328	annotation not available
1034809.SLUG_14260	CCB53910.1	327	annotation not available
1034809.SLUG_14270	CCB53911.1	322	annotation not available
1034809.SLUG_14280	cmk	219	annotation not available
1034809.SLUG_14290	rpsA	392	annotation not available
1034809.SLUG_14300	der	436	GTPase that plays an essential role in the late steps of ribosome biogenesis
1034809.SLUG_14310	gpsA	332	Belongs to the NAD-dependent glycerol-3-phosphate dehydrogenase family
1034809.SLUG_14320	hup	90	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions
1034809.SLUG_14330	CCB53917.1	188	annotation not available
1034809.SLUG_14340	menH	241	Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2)
1034809.SLUG_14350	CCB53919.1	318	Belongs to the FPP/GGPP synthase family. 
1034809.SLUG_14360	ndk	174	Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate
1034809.SLUG_14370	aroC	388	Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system
1034809.SLUG_14380	aroB	354	Catalyzes the conversion of 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ). 
1034809.SLUG_14390	aroA	431	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3-phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate
1034809.SLUG_14400	CCB53924.1	414	annotation not available
1034809.SLUG_14410	CCB53925.1	188	annotation not available
1034809.SLUG_14420	CCB53926.1	198	annotation not available
1034809.SLUG_14430	CCB53927.1	234	annotation not available
1034809.SLUG_14440	CCB53928.1	107	annotation not available
1034809.SLUG_14450	bshA	372	annotation not available
1034809.SLUG_14460	papS	400	Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate
1034809.SLUG_14470	birA	323	Acts both as a biotin--[acetyl-CoA-carboxylase] ligase and a repressor
1034809.SLUG_14480	dinG	893	3'-5' exonuclease
1034809.SLUG_14490	asnS	430	annotation not available
1034809.SLUG_14500	CCB53935.1	228	annotation not available
1034809.SLUG_14510	nth	219	DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N-glycosidic bond, leaving an AP (apurinic/apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'- phosphate
1034809.SLUG_14520	CCB53937.1	110	annotation not available
1034809.SLUG_14530	pbp2	731	annotation not available
1034809.SLUG_14540	recU	208	Endonuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves mobile four-strand junctions by introducing symmetrical nicks in paired strands. Promotes annealing of linear ssDNA with homologous dsDNA. Required for DNA repair, homologous recombination and chromosome segregation
1034809.SLUG_14550	CCB53940.1	113	annotation not available
1034809.SLUG_14560	CCB53941.1	184	Belongs to the UPF0398 family
1034809.SLUG_14570	gpsB	112	Divisome component that associates with the complex late in its assembly, after the Z-ring is formed, and is dependent on DivIC and PBP2B for its recruitment to the divisome. Together with EzrA, is a key component of the system that regulates PBP1 localization during cell cycle progression. Its main role could be the removal of PBP1 from the cell pole after pole maturation is completed. Also contributes to the recruitment of PBP1 to the division complex. Not essential for septum formation
1034809.SLUG_14580	CCB53943.1	376	Belongs to the methyltransferase superfamily. 
1034809.SLUG_14590	CCB53944.1	211	annotation not available
1034809.SLUG_14600	CCB53945.1	1154	annotation not available
1034809.SLUG_14610	CCB53946.1	293	annotation not available
1034809.SLUG_14620	trpE	467	annotation not available
1034809.SLUG_14630	trpG	188	annotation not available
1034809.SLUG_14640	trpD	333	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'- phosphoribosyl)-anthranilate (PRA)
1034809.SLUG_14650	trpC	261	Belongs to the TrpC family
1034809.SLUG_14660	trpF	211	Belongs to the TrpF family
1034809.SLUG_14670	trpB	405	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine
1034809.SLUG_14680	trpA	246	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3-phosphate. 
1034809.SLUG_14690	CCB53954.1	52	annotation not available
1034809.SLUG_14700	femA	419	annotation not available
1034809.SLUG_14710	femB	419	annotation not available
1034809.SLUG_14720	CCB53957.1	257	annotation not available
1034809.SLUG_14730	CCB53958.1	334	Periplasmic binding protein; Homology to FatB of Vibrio anguillarum
1034809.SLUG_14740	CCB53959.1	124	annotation not available
1034809.SLUG_14750	CCB53960.1	602	annotation not available
1034809.SLUG_14760	phoU	216	Plays a role in the regulation of phosphate uptake. 
1034809.SLUG_14770	pstB	299	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system
1034809.SLUG_14780	pstA	306	annotation not available
1034809.SLUG_14790	pstC	311	Part of the binding-protein-dependent transport system for phosphate; probably responsible for the translocation of the substrate across the membrane
1034809.SLUG_14800	CCB53965.1	326	annotation not available
1034809.SLUG_14810	cvfB	298	Belongs to the CvfB family. 
1034809.SLUG_14820	CCB53967.1	533	annotation not available
1034809.SLUG_14830	lysC	400	Belongs to the aspartokinase family. 
1034809.SLUG_14840	asd	329	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L-aspartyl- 4-phosphate
1034809.SLUG_14850	dapA	294	Catalyzes the condensation of (S)-aspartate-beta-semialdehyde [(S)-ASA] and pyruvate to 4-hydroxy-tetrahydrodipicolinate (HTPA). 
1034809.SLUG_14860	dapB	241	Catalyzes the conversion of 4-hydroxy-tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate
1034809.SLUG_14870	dapD	239	Catalyzes the transfer of an acetyl group from acetyl-CoA to tetrahydrodipicolinate
1034809.SLUG_14880	CCB53974.1	383	annotation not available
1034809.SLUG_14890	dal	358	Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids
1034809.SLUG_14900	lysA	421	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine
1034809.SLUG_14920	SLUG_14920	272	annotation not available
1034809.SLUG_14930	cspA	66	annotation not available
1034809.SLUG_14940	CCB53980.1	102	annotation not available
1034809.SLUG_14950	CCB53981.1	89	annotation not available
1034809.SLUG_14960	CCB53982.1	207	annotation not available
1034809.SLUG_14970	CCB53983.1	379	Belongs to the TelA family. 
1034809.SLUG_14980	CCB53984.1	447	Component of the transport system for branched-chain amino acids
1034809.SLUG_14990	CCB53985.1	629	annotation not available
1034809.SLUG_15000	CCB53986.1	263	annotation not available
1034809.SLUG_15010	CCB53987.1	67	annotation not available
1034809.SLUG_15020	CCB53988.1	268	annotation not available
1034809.SLUG_15030	odhB	436	annotation not available
1034809.SLUG_15040	odhA	935	E1 component of the 2-oxoglutarate dehydrogenase (OGDH) complex which catalyzes the decarboxylation of 2-oxoglutarate, the first step in the conversion of 2-oxoglutarate to succinyl-CoA and CO(2)
1034809.SLUG_15050	arlS	459	annotation not available
1034809.SLUG_15060	arlR	219	annotation not available
1034809.SLUG_15070	CCB53993.1	207	annotation not available
1034809.SLUG_15080	murG	357	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)
1034809.SLUG_15090	CCB53996.1	167	annotation not available
1034809.SLUG_15100	CCB53997.1	483	Belongs to the peptidase S41A family. 
1034809.SLUG_15110	CCB53998.1	73	Belongs to the UPF0346 family. 
1034809.SLUG_15120	CCB53999.1	166	annotation not available
1034809.SLUG_15130	msrB	142	annotation not available
1034809.SLUG_15140	msrA1	175	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine. 
1034809.SLUG_15150	CCB54002.1	279	annotation not available
1034809.SLUG_15160	dfrB	161	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis
1034809.SLUG_15170	thyA	318	Catalyzes the reductive methylation of 2'-deoxyuridine-5'- monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by- product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis. 
1034809.SLUG_15180	CCB54005.1	145	Belongs to the UPF0403 family. 
1034809.SLUG_15190	CCB54006.1	84	annotation not available
1034809.SLUG_15200	CCB54007.1	64	annotation not available
1034809.SLUG_15210	CCB54008.1	234	Involved in the import of queuosine (Q) precursors, required for Q precursor salvage
1034809.SLUG_15220	CCB54009.1	133	annotation not available
1034809.SLUG_15230	CCB54010.1	50	Uncharacterized protein; Possible gene fragment
1034809.SLUG_15240	CCB54011.1	59	annotation not available
1034809.SLUG_15250	CCB54012.1	481	annotation not available
1034809.SLUG_15260	CCB54013.1	93	annotation not available
1034809.SLUG_15270	CCB54014.1	159	annotation not available
1034809.SLUG_15280	CCB54015.1	221	annotation not available
1034809.SLUG_15290	CCB54016.1	287	annotation not available
1034809.SLUG_15300	CCB54017.1	234	annotation not available
1034809.SLUG_15310	CCB54018.1	558	annotation not available
1034809.SLUG_15330	SLUG_15330	37	CDS contains a nonsense mutation after residue 41
1034809.SLUG_15340	CCB54021.1	363	annotation not available
1034809.SLUG_15350	CCB54022.1	420	Belongs to the DNA polymerase type-Y family. 
1034809.SLUG_15360	CCB54023.1	61	Belongs to the 4-oxalocrotonate tautomerase family. 
1034809.SLUG_15370	msrR	326	annotation not available
1034809.SLUG_15380	msrA2	170	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine. 
1034809.SLUG_15410	mprF	840	Catalyzes the transfer of a lysyl group from L-lysyl- tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which produces lysylphosphatidylglycerol (LPG), a major component of the bacterial membrane with a positive net charge. LPG synthesis contributes to bacterial virulence as it is involved in the resistance mechanism against cationic antimicrobial peptides (CAMP) produces by the host's immune system (defensins, cathelicidins) and by the competing microorganisms
1034809.SLUG_15420	CCB54029.1	407	annotation not available
1034809.SLUG_15430	CCB54030.1	488	annotation not available
1034809.SLUG_15440	grlA	800	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule
1034809.SLUG_15450	grlB	644	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule
1034809.SLUG_15460	plsY	202	Catalyzes the transfer of an acyl group from acyl-phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP
1034809.SLUG_15470	CCB54034.1	98	annotation not available
1034809.SLUG_15480	CCB54035.1	157	annotation not available
1034809.SLUG_15490	citB	901	Catalyzes the isomerization of citrate to isocitrate via cis- aconitate
1034809.SLUG_15500	opuD1	546	Belongs to the BCCT transporter (TC 2.A.15) family. 
1034809.SLUG_15510	mscL	126	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell
1034809.SLUG_15520	CCB54040.1	1008	annotation not available
1034809.SLUG_15530	sbcD	374	SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'->5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity
1034809.SLUG_15540	CCB54043.1	156	annotation not available
1034809.SLUG_15550	CCB54044.1	80	annotation not available
1034809.SLUG_15560	tkt	662	Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate
1034809.SLUG_15570	CCB54046.1	78	annotation not available
1034809.SLUG_15580	CCB54047.1	77	annotation not available
1034809.SLUG_15590	dinR	207	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair. 
1034809.SLUG_15600	CCB54049.1	33	annotation not available
1034809.SLUG_15610	CCB54050.1	341	annotation not available
1034809.SLUG_15620	guaC	325	Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP. It functions in the conversion of nucleobase, nucleoside and nucleotide derivatives of G to A nucleotides, and in maintaining the intracellular balance of A and G nucleotides
1034809.SLUG_15630	CCB54052.1	89	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site
1034809.SLUG_15640	rpmG2	49	Belongs to the bacterial ribosomal protein bL33 family. 
1034809.SLUG_15650	katA	501	Belongs to the catalase family. 
1034809.SLUG_15660	CCB54055.1	481	annotation not available
1034809.SLUG_15670	CCB54056.1	104	annotation not available
1034809.SLUG_15680	CCB54057.1	269	annotation not available
